,customer_id,gender,DateOfBirth,State,Contact,Segment,claim_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent,flag
1001,22125988,Female,1993-11-23,MS,938-182-5821,Silver,14704752,Natural causes,2018-07-07,Auto,No,Material only,2710.0,1,No,1
1002,79391302,Male,1984-10-30,UT,425-721-8315,Silver,78672117,Other causes,2017-06-04,Auto,No,Material only,2500.0,2,No,1
1003,75483302,Female,1982-06-19,MA,517-792-6423,Platinum,42731329,Natural causes,2018-04-10,Auto,No,Material only,1770.0,5,No,1
1004,86977672,Female,1969-09-23,KY,539-124-8432,Platinum,71383085,Crime,2017-01-07,Auto,No,Material only,1530.0,2,No,1
1005,7703371,Female,1997-02-07,VT,418-179-2358,Gold,59393861,Natural causes,2017-03-09,Auto,No,Material only,1350.0,1,No,1
1006,69101618,Male,1961-05-09,CT,628-392-7835,Silver,93708812,Driver error,2017-02-23,Auto,No,Material and injury,29220.0,3,No,1
1007,20681481,Male,1982-10-20,RI,496-453-2738,Gold,89455788,Other causes,2017-03-16,Auto,No,Material only,2720.0,1,No,1
1008,9897266,Female,1974-05-30,VT,768-896-9716,Gold,4802134,Other causes,2017-06-25,Auto,Yes,Injury only,27350.0,1,No,1
1009,69165409,Female,1994-10-11,NY,843-784-1843,Silver,78804570,Other causes,2018-09-12,Auto,No,Material and injury,19390.0,1,No,1
1010,97226830,Male,1980-10-23,AZ,654-347-5163,Gold,7211846,Other driver error,2018-04-04,Auto,No,Material only,2900.0,2,No,1
1011,66788290,Male,1984-11-08,KS,735-872-2517,Silver,4186299,Driver error,2018-05-21,Auto,Yes,Injury only,33360.0,1,No,1
1012,67697862,Male,1993-01-22,MN,286-291-2315,Silver,24121111,Other causes,2018-08-16,Auto,No,Material only,2320.0,1,No,1
1013,69623124,Female,1967-11-25,OR,765-763-6743,Silver,63877619,Other causes,2018-05-21,Auto,No,Material only,1180.0,2,No,1
1014,86445910,Female,1991-09-07,RI,728-486-9516,Platinum,26344933,Natural causes,2018-10-03,Auto,Unknown,Material only,2470.0,1,No,0
1015,48445766,Male,1980-11-21,AR,657-359-2536,Platinum,97210536,Other driver error,2018-02-15,Auto,No,Material only,1000.0,2,No,1
1016,74787956,Male,1989-06-19,TX,679-514-5894,Gold,12612736,Driver error,2017-09-14,Auto,Unknown,Material only,12467.68,1,No,0
1017,45364348,Male,1967-06-13,IA,342-564-3152,Gold,46839282,Driver error,2017-11-20,Auto,No,Material only,2990.0,1,No,1
1018,81661419,Male,1980-02-12,ID,486-416-1928,Platinum,69454875,Driver error,2018-04-04,Auto,No,Material only,2852.0,2,Yes,1
1019,78301168,Male,1999-11-28,CT,516-179-8162,Silver,63402766,Other driver error,2018-03-21,Auto,Unknown,Material only,1370.0,1,No,0
1020,91447671,Male,1976-12-18,IL,298-195-6512,Silver,51060336,Driver error,2018-06-03,Auto,No,Material only,1370.0,1,No,1
1021,23445933,Female,1966-01-01,MS,657-568-6495,Platinum,26058387,Crime,2017-12-30,Auto,No,Material only,1670.0,2,No,1
1022,86320995,Male,1991-07-04,IN,978-347-9514,Gold,87968374,Other driver error,2017-03-16,Home,No,Material only,1720.0,1,No,1
1023,77134414,Male,1983-07-10,AL,693-239-2865,Silver,30903408,Other driver error,2017-01-07,Auto,Unknown,Injury only,28760.0,1,No,0
1024,71986983,Female,1982-10-15,UT,497-684-3678,Platinum,35001150,Other driver error,2018-07-20,Auto,Unknown,Material only,1180.0,4,No,0
1025,28528424,Female,1960-03-02,ND,592-738-9582,Platinum,54291209,Other causes,2018-07-14,Auto,No,Material only,12467.68,1,No,1
1026,26346266,Male,1971-03-25,NM,397-468-8746,Platinum,78011323,Driver error,2017-02-03,Auto,No,Material only,3346.5,1,Yes,1
1027,71259315,Male,1986-11-06,IA,197-824-7356,Gold,30441336,Natural causes,2017-04-12,Auto,No,Material only,2110.0,1,No,1
1028,78119838,Male,1979-04-12,AL,268-851-1528,Silver,92741962,Driver error,2018-05-14,Auto,No,Material only,1750.0,1,No,1
1029,27598176,Female,1965-01-29,TN,436-192-5639,Platinum,22032611,Driver error,2018-01-13,Auto,No,Material and injury,48035.5,1,Yes,1
1030,83135621,Male,1977-02-22,NH,986-541-8762,Platinum,65984723,Other driver error,2017-08-18,Auto,No,Material only,1240.0,1,No,1
1031,51760038,Female,1989-12-09,IN,958-286-8926,Platinum,4338441,Other driver error,2017-02-17,Auto,No,Material only,2800.0,1,No,1
1032,91002298,Male,1998-04-09,MA,349-124-3976,Gold,99300549,Natural causes,2017-04-05,Auto,No,Injury only,34010.0,1,No,1
1033,16906248,Female,1962-06-20,CA,278-253-8457,Gold,10271722,Other driver error,2018-06-03,Auto,No,Material only,1780.0,1,No,1
1034,93133213,Male,1963-11-11,NJ,486-592-4186,Silver,35521654,Natural causes,2018-03-01,Home,No,Material only,1480.0,1,No,1
1035,18369428,Male,1993-05-03,OK,256-457-9645,Gold,22576028,Other causes,2017-08-11,Auto,No,Material only,1472.0,1,Yes,1
1036,71676845,Male,1994-04-07,IN,549-982-1984,Silver,83884815,Other driver error,2018-07-27,Auto,No,Material only,12467.68,3,No,1
1037,68067526,Male,1979-08-05,WY,871-381-6378,Silver,47990199,Driver error,2017-07-15,Auto,No,Material only,1330.0,1,No,1
1038,97169446,Female,1975-06-05,WY,438-219-7419,Platinum,68110055,Other driver error,2018-02-15,Auto,No,Material only,1780.0,5,No,1
1039,44453657,Female,1996-12-03,NC,467-984-2893,Gold,28106228,Driver error,2017-01-07,Auto,No,Material only,1276.5,1,Yes,1
1040,32646041,Female,1979-06-07,ID,815-567-6153,Platinum,60315464,Driver error,2017-02-17,Home,No,Material and injury,28520.0,1,Yes,1
1041,41946743,Female,1970-09-26,WA,756-245-4789,Gold,11179944,Other driver error,2018-05-21,Auto,No,Injury only,17870.0,6,No,1
1042,74207825,Female,1965-03-15,MI,173-637-9613,Platinum,24082779,Other driver error,2018-04-24,Home,No,Material only,2380.0,1,No,1
1043,24247743,Female,1988-05-24,ID,792-136-5173,Silver,61365788,Other causes,2018-05-14,Auto,No,Material only,2280.0,1,No,1
1044,69608621,Female,1968-10-21,MD,523-793-4315,Silver,50618311,Other causes,2017-07-08,Auto,No,Material only,1357.0,1,Yes,1
1045,72664684,Female,1996-12-28,ND,964-582-8145,Platinum,67344180,Other causes,2017-07-28,Home,Unknown,Material only,2590.0,1,No,0
1046,18174078,Female,1985-04-07,GA,945-398-3528,Gold,17213671,Other driver error,2018-02-02,Auto,No,Material only,2852.0,4,Yes,1
1047,34756508,Male,1997-05-31,RI,182-247-2167,Silver,39886036,Natural causes,2018-07-07,Auto,No,Material only,1690.0,1,No,1
1048,608461,Male,1994-12-17,AR,963-187-2873,Platinum,7180084,Crime,2018-07-14,Auto,No,Material only,2630.0,1,No,1
1049,12015897,Male,1971-11-16,WA,465-854-9358,Silver,67060119,Driver error,2018-10-09,Auto,Unknown,Material only,2270.0,6,No,0
1050,60965575,Female,1980-09-12,OH,526-741-6397,Silver,81779336,Other driver error,2018-03-21,Auto,No,Material and injury,19895.0,1,Yes,1
1051,81634435,Male,1988-07-30,AR,937-675-5842,Gold,93043462,Other driver error,2017-01-27,Home,Unknown,Material and injury,12467.68,1,No,0
1052,67849662,Female,1991-08-25,PA,143-543-9264,Silver,37077391,Natural causes,2017-06-25,Auto,Yes,Injury only,35920.0,1,No,1
1053,96439036,Male,1989-06-29,AK,359-671-3659,Gold,45865218,Other causes,2018-08-10,Auto,Yes,Injury only,26320.0,1,No,1
1054,51033228,Male,1985-10-13,IN,534-462-2657,Gold,50927161,Driver error,2018-10-23,Auto,No,Material and injury,30890.0,2,No,1
1055,58451506,Male,1968-04-22,FL,673-574-7823,Gold,43042986,Natural causes,2018-10-30,Auto,No,Material only,2420.0,1,No,1
1056,26734721,Male,1972-07-02,CT,659-876-5694,Gold,42636878,Natural causes,2017-09-14,Auto,No,Material only,1720.0,1,No,1
1057,20923121,Female,1976-07-05,NY,617-927-8491,Silver,78104894,Natural causes,2018-05-14,Auto,No,Material and injury,31210.0,1,No,1
1058,56425562,Female,1963-03-18,GA,823-712-3528,Platinum,38011383,Natural causes,2017-09-14,Auto,No,Material only,1670.0,1,No,1
1059,79174311,Female,1978-05-26,CO,312-798-5213,Platinum,91976551,Natural causes,2018-08-30,Auto,No,Material only,2162.0,5,Yes,1
1060,30119782,Female,1990-06-11,WA,753-397-4823,Gold,31517760,Other driver error,2017-10-17,Auto,Unknown,Material only,2242.5,1,Yes,0
1061,57267299,Male,1970-02-11,VT,128-576-3825,Silver,365998,Other driver error,2017-12-03,Auto,Yes,Material and injury,25140.0,2,No,1
1062,90217818,Female,1980-05-18,TN,891-651-8671,Gold,85546357,Other driver error,2017-06-04,Auto,No,Injury only,37743.0,1,Yes,1
1063,70708127,Female,1975-01-18,TX,189-276-3957,Platinum,67763980,Natural causes,2018-09-19,Auto,No,Material only,1150.0,1,Yes,1
1064,75934330,Female,1987-10-09,ME,951-941-3975,Platinum,56358443,Natural causes,2017-01-01,Auto,Yes,Injury only,20630.0,1,No,1
1065,71288937,Female,1974-07-03,AR,692-817-1972,Gold,77696516,Other causes,2017-11-20,Auto,No,Material only,1230.0,1,No,1
1066,81526763,Female,1984-10-09,OH,592-192-8417,Gold,15231655,Other causes,2017-02-03,Auto,Unknown,Material only,2323.0,3,Yes,0
1067,78064067,Female,1999-11-04,MS,713-457-9846,Gold,50845008,Natural causes,2018-09-06,Auto,No,Material only,1090.0,5,No,1
1068,29854604,Male,1975-09-02,WI,214-457-4352,Gold,57326503,Other driver error,2018-07-20,Auto,No,Material and injury,44033.5,1,Yes,1
1069,8684318,Male,1969-05-28,NE,145-563-2137,Gold,91946746,Other driver error,2017-02-03,Home,Yes,Material only,2670.0,2,No,1
1070,46513280,Female,1983-01-02,CO,124-652-9816,Silver,25244745,Other causes,2017-12-30,Auto,No,Material only,2070.0,1,No,1
1071,6104555,Male,1982-10-01,CT,456-218-8516,Gold,65497756,Natural causes,2017-07-28,Auto,Unknown,Material only,1050.0,1,No,0
1072,51669975,Female,1988-02-05,ND,975-463-9541,Silver,50800999,Other causes,2018-09-19,Home,Yes,Injury only,38950.0,1,No,1
1073,3205230,Male,1977-03-10,NC,352-354-2546,Platinum,14230070,Driver error,2018-08-23,Auto,No,Material only,2730.0,3,No,1
1074,87596868,Male,1961-11-18,AZ,573-396-3182,Silver,36599575,Driver error,2018-10-09,Auto,Unknown,Injury only,33330.0,2,No,0
1075,82089910,Male,1973-10-09,FL,257-248-4825,Silver,28084004,Driver error,2018-06-03,Auto,No,Material only,2780.0,1,No,1
1076,57452643,Female,1981-07-10,HI,348-562-2673,Platinum,87294246,Crime,2017-01-21,Home,No,Material only,1380.0,3,No,1
1077,65208809,Male,1964-04-22,VA,286-128-6132,Platinum,91386759,Natural causes,2018-10-30,Auto,No,Material only,2290.0,1,No,1
1078,6756905,Male,1997-10-21,NE,924-427-8125,Silver,47457836,Driver error,2017-01-21,Auto,No,Material only,2320.0,3,No,1
1079,46850495,Male,1962-08-21,NV,761-193-2346,Platinum,72025178,Other causes,2017-11-27,Auto,Yes,Material only,2173.5,1,Yes,1
1080,79539873,Female,1981-03-15,ND,459-425-4319,Platinum,62020796,Other driver error,2018-09-06,Auto,Yes,Material only,1770.0,1,No,1
1081,42364152,Female,1996-07-07,ID,529-462-1635,Silver,63269067,Other causes,2017-05-09,Home,No,Material only,2800.0,1,No,1
1082,19888166,Male,1990-04-11,WI,712-651-9613,Gold,22690595,Other driver error,2017-05-15,Auto,Yes,Injury only,33080.0,2,No,1
1083,11256802,Female,1964-10-22,LA,469-345-5617,Silver,12376894,Other driver error,2017-04-18,Auto,No,Material only,2840.0,4,No,1
1084,61575264,Male,1995-07-12,WY,182-385-1392,Gold,63226031,Natural causes,2017-03-16,Auto,No,Material only,1490.0,1,No,1
